ts,Temperatura [ºC]
2023-04-30 19:00:00,20.41
2023-04-30 19:10:00,20.27
2023-04-30 19:20:00,20.1
2023-04-30 19:30:00,19.96
2023-04-30 19:40:00,19.79
2023-04-30 19:50:00,19.7
2023-04-30 20:00:00,19.59
2023-04-30 20:10:00,19.59
2023-04-30 20:20:00,19.53
2023-04-30 20:30:00,19.67
2023-04-30 20:40:00,19.7
2023-04-30 20:50:00,19.7
2023-04-30 21:00:00,19.65
2023-04-30 21:10:00,19.52
2023-04-30 21:20:00,19.37
2023-04-30 21:30:00,19.3
2023-04-30 21:40:00,19.3
2023-04-30 21:50:00,19.3
2023-04-30 22:00:00,19.3
2023-04-30 22:10:00,19.3
2023-04-30 22:20:00,19.21
2023-04-30 22:30:00,19.15
2023-04-30 22:40:00,19.19
2023-04-30 22:50:00,19.22
2023-04-30 23:00:00,19.04
2023-04-30 23:10:00,18.75
2023-04-30 23:20:00,18.46
2023-04-30 23:30:00,18.32
2023-04-30 23:40:00,18.13
2023-04-30 23:50:00,17.94
